player,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,x,y,position,team,age,mp,starts,minutes,90s,gls,ast,gplusa,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxgplusxag,prgc,prgp,prgr,gls1,ast1,gplusa1,g_pk1,gplusa_pk,xg1,xag1,xgplusxag,npxg1,npxgplusxag1,position_misc,team_misc,age_misc,90s_misc,crdy_misc,crdr_misc,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,recov,won,lost,wonpct,position_passing,team_passing,age_passing,90s_passing,cmp,att,cmppct,totdist,prgdist,cmp1,att1,cmppct1,cmp2,att2,cmppct2,cmp3,att3,cmppct3,ast_passing,xag_passing,xa,a_xag,kp,1_per_3,ppa,crspa,prgp_passing,position_playtime,team_playtime,age_playtime,mp_playtime,minutes_playtime,mn_per_mp,minpct,90s_playtime,starts_playtime,mn_per_start,compl,subs,mn_per_sub,unsub,ppm,ong,onga,on_off,onxg,onxga,xgplus_per_,xgplus_per_90,on_off1,position_defense,team_defense,age_defense,90s_defense,tkl,tklw_defense,def_3rd,mid_3rd,att_3rd,tkl1,att_defense,tklpct,lost_defense,blocks,sh,pass,int_defense,tklplusint,clr,err,position_pass_types,team_pass_types,age_pass_types,90s_pass_types,att_pass_types,live,dead,fk,tb,sw,crs_pass_types,ti,ck,in,out,str,cmp_pass_types,off_pass_types,blocks_pass_types,position_creation,team_creation,age_creation,90s_creation,sca,sca90,passlive,passdead,to,sh_creation,fld_creation,def,gca,gca90,passlive1,passdead1,to1,sh1,fld1,def1,position_possession,team_possession,age_possession,90s_possession,touches,def_pen,def_3rd_possession,mid_3rd_possession,att_3rd_possession,att_pen,live_possession,att_possession,succ,succpct,tkld,tkldpct,carries,totdist_possession,prgdist_possession,prgc_possession,1_per_3_possession,cpa,mis,dis,rec,prgr_possession,position_shooting,team_shooting,age_shooting,90s_shooting,gls_shooting,sh_shooting,sot,sotpct,sh_per_90,sot_per_90,g_per_sh,g_per_sot,dist,fk_shooting,pk_shooting,pkatt_shooting,xg_shooting,npxg_shooting,npxg_per_sh,g_xg,np:g_xg,data_source,prgp_per90,prgc_per90,succ_per90,kp_per90,sca_per90,xag_per90,tkl_per90,int_per90,recov_per90,blocks_per90,gls_per90,xg_per90,sot_per90,g_per_sh_per90,PI,CCI,DA,FE,cluster,centroid_distance
Vitaly Janelt,4.5823823154838985,-4.657619038518497,1.1071885514391082,-0.1746018889584976,0.6903330872234562,1.2101645541524877,-0.96366631535964,0.4545355711896406,-0.8636692129558428,0.4730078628360223,-1.42314007433285,-1.7044537692315211,0.0030241504415998,0.4349334703202562,-0.6207704607586089,-1.855896972669639,0.1506285068956766,-0.0111852513261709,-0.620232519192388,-0.3099431592593735,-0.3605479280320417,0.759576777747139,-0.00949440975638,-0.4337649122080256,1.4991816339326152,0.6830355804702705,-0.7916709377292059,-0.6585272179739148,-0.2661130910361938,-0.4929858059591174,0.4957520717004326,2.616532,5.2696986,MF,Brentford,26.0,32.0,27.0,2254.0,25.0,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,2.2,3.0,17.0,80.0,38.0,0.04,0.12,0.16,0.04,0.16,0.03,0.09,0.12,0.03,0.12,MF,Brentford,26.0,25.0,3.0,0.0,0.0,24.0,15.0,1.0,30.0,27.0,22.0,0.0,0.0,0.0,107.0,19.0,11.0,63.3,MF,Brentford,26.0,25.0,872.0,1057.0,82.5,14466.0,4279.0,443.0,489.0,90.6,344.0,403.0,85.4,66.0,118.0,55.9,3.0,2.2,2.4,0.8,14.0,78.0,23.0,7.0,80.0,MF,Brentford,26.0,32.0,2254.0,70.0,65.9,25.0,27.0,79.0,10.0,5.0,25.0,0.0,1.34,38.0,38.0,0.69,35.5,36.9,1.4,0.05,0.43,MF,Brentford,26.0,25.0,38.0,22.0,14.0,13.0,11.0,21.0,36.0,58.3,15.0,33.0,9.0,24.0,27.0,65.0,53.0,1.0,MF,Brentford,26.0,25.0,1057.0,1033.0,18.0,12.0,3.0,6.0,30.0,6.0,0.0,0.0,0.0,0.0,872.0,6.0,16.0,MF,Brentford,26.0,25.0,32.0,1.28,31.0,1.0,0.0,0.0,0.0,0.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0,MF,Brentford,26.0,25.0,1289.0,118.0,418.0,574.0,306.0,32.0,1289.0,12.0,3.0,25.0,7.0,58.3,651.0,3005.0,1278.0,17.0,18.0,3.0,16.0,10.0,814.0,38.0,MF,Brentford,26.0,25.0,1.0,14.0,4.0,28.6,0.56,0.16,0.07,0.25,17.7,0.0,0.0,0.0,0.8,0.8,0.06,0.2,0.2,fbref_2024_25,3.194321206743567,0.678793256433008,0.1197870452528837,0.5590062111801242,1.277728482697427,0.0878438331854481,1.5173025732031944,1.0780834072759538,4.27240461401952,1.3176574977817217,0.0399290150842945,0.0319432120674356,0.1597160603371783,0.0027950310559006,-0.29146037167554895,-0.34448200696712056,0.31747751103459254,0.8648344762241246,0,5.143925891918443
Lisandro Martínez,4.200799597003877,-6.469822604288278,0.1571850715128601,1.4368702708532026,-0.3781425911454675,2.465844959428772,2.1865666792779854,-1.529012063592557,1.1341925972444642,1.2057192146820213,-1.8880270464567424,-0.3799246046105077,-0.9127663802837648,0.1005424220223272,1.0017521420273825,0.3435422363947461,-1.1611643143490782,-0.0953334568736826,-1.1515735118904342,0.1732881878870081,-1.3035044873466757,-0.0958110261310718,-0.2569787414457345,0.8862119799314782,1.0707822205831312,-0.3268655103975447,-0.4645728840048018,-0.1495529777529962,-1.04964064913258,-0.3786474480343172,0.6020714188102694,3.0123866,4.7938433,DF,Manchester Utd,26.0,20.0,20.0,1751.0,19.5,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,1.1,2.4,23.0,117.0,7.0,0.1,0.05,0.15,0.1,0.15,0.07,0.06,0.13,0.07,0.13,DF,Manchester Utd,26.0,19.5,7.0,0.0,0.0,22.0,7.0,0.0,9.0,32.0,24.0,0.0,0.0,0.0,81.0,16.0,13.0,55.2,DF,Manchester Utd,26.0,19.5,1200.0,1342.0,89.4,20292.0,7055.0,522.0,554.0,94.2,601.0,646.0,93.0,64.0,116.0,55.2,1.0,1.1,1.3,0.1,9.0,91.0,18.0,2.0,117.0,DF,Manchester Utd,26.0,20.0,1751.0,88.0,51.2,19.5,20.0,88.0,17.0,0.0,,2.0,1.35,25.0,27.0,0.33,29.7,29.7,0.1,0.03,0.06,DF,Manchester Utd,26.0,19.5,40.0,24.0,25.0,12.0,3.0,21.0,36.0,58.3,15.0,22.0,8.0,14.0,32.0,72.0,57.0,1.0,DF,Manchester Utd,26.0,19.5,1342.0,1285.0,54.0,15.0,5.0,3.0,9.0,16.0,0.0,0.0,0.0,0.0,1200.0,3.0,7.0,DF,Manchester Utd,26.0,19.5,26.0,1.34,23.0,0.0,0.0,2.0,0.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,DF,Manchester Utd,26.0,19.5,1524.0,156.0,713.0,697.0,125.0,18.0,1524.0,7.0,6.0,85.7,1.0,14.3,1017.0,5141.0,3129.0,23.0,23.0,2.0,1.0,3.0,1069.0,7.0,DF,Manchester Utd,26.0,19.5,2.0,17.0,6.0,35.3,0.87,0.31,0.12,0.33,15.9,0.0,0.0,0.0,1.3,1.3,0.08,0.7,0.7,fbref_2024_25,6.0137064534551685,1.182181610508281,0.3083952027412907,0.462592804111936,1.3363792118789264,0.0565391205025699,2.055968018275271,1.644774414620217,4.163335237007424,1.1307824100513992,0.1027984009137635,0.0668189605939463,0.3083952027412907,0.0061679040548258,0.8959064025068562,-0.4745056098281827,0.7961900440732868,1.2399393852096223,0,6.341210351138891
Jefferson Lerma,6.346876206602969,-6.822897202621206,-1.6437501265611003,-1.1671843568507998,1.418746302718854,3.8714984900674527,-0.663638863980371,0.8066429660232664,-1.1332092175458373,-2.0267036316371314,-1.645076674878991,0.0356947632740822,-1.0162802840982872,0.2954873161436361,0.3832190162292581,-0.2449916206827138,-0.0734355824228584,-1.0960884113358444,-1.4188142569614788,0.2597438575103316,-0.1742631439456577,1.0093525388662277,0.0049235523700488,1.4784511038907884,0.3752146681237391,0.1565452126539718,-0.1390542335147323,-1.0131129951500386,-1.1911443638725778,-0.389765967411287,0.0003396316157038,2.424007,4.9315886,"MF,DF",Crystal Palace,29.0,33.0,26.0,2274.0,25.3,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.1,1.1,1.6,2.7,13.0,97.0,26.0,0.0,0.04,0.04,0.0,0.04,0.04,0.06,0.11,0.04,0.11,"MF,DF",Crystal Palace,29.0,25.3,9.0,0.0,0.0,35.0,39.0,0.0,12.0,37.0,17.0,0.0,0.0,0.0,154.0,41.0,39.0,51.3,"MF,DF",Crystal Palace,29.0,25.3,844.0,1121.0,75.3,14709.0,5135.0,395.0,457.0,86.4,349.0,426.0,81.9,79.0,178.0,44.4,1.0,1.6,1.7,0.6,10.0,87.0,18.0,2.0,97.0,"MF,DF",Crystal Palace,29.0,33.0,2274.0,69.0,66.5,25.3,26.0,79.0,18.0,7.0,31.0,1.0,1.42,35.0,36.0,0.12,39.8,32.4,7.4,0.29,0.04,"MF,DF",Crystal Palace,29.0,25.3,35.0,17.0,15.0,16.0,4.0,19.0,36.0,52.8,17.0,38.0,18.0,20.0,37.0,77.0,80.0,1.0,"MF,DF",Crystal Palace,29.0,25.3,1121.0,1052.0,61.0,13.0,9.0,8.0,12.0,46.0,0.0,0.0,0.0,0.0,844.0,8.0,22.0,"MF,DF",Crystal Palace,29.0,25.3,47.0,1.86,37.0,5.0,1.0,3.0,0.0,1.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0,"MF,DF",Crystal Palace,29.0,25.3,1406.0,124.0,469.0,703.0,244.0,29.0,1406.0,13.0,7.0,53.8,4.0,30.8,649.0,2478.0,1100.0,13.0,11.0,0.0,15.0,18.0,803.0,26.0,"MF,DF",Crystal Palace,29.0,25.3,0.0,26.0,8.0,30.8,1.03,0.32,0.0,0.0,19.8,0.0,0.0,0.0,1.1,1.1,0.04,1.1,1.1,fbref_2024_25,3.8390501319261214,0.5145118733509235,0.2770448548812665,0.3957783641160949,1.8601583113456464,0.0633245382585752,1.3852242744063326,1.6622691292875988,6.094986807387863,1.5039577836411608,0.0,0.0435356200527704,0.316622691292876,0.0,-0.11977625570309568,-0.4826697486175542,0.6502156408134421,-0.7606201293797035,0,6.711427224921973
Boubacar Kamara,1.924604258461998,-4.507626758147282,2.1987891757595004,1.2865830306540529,0.2439721524421056,2.8629776031301173,-0.4178899418186334,-0.0081427572781167,0.4452890890201597,0.2619077754072708,-1.803621179197332,0.5236524438084806,0.0830468101901062,0.7952185314866664,0.5642821019845777,-1.544097799685494,-1.1331357099337538,0.9598465167598828,0.2869641206792118,-0.0295178522399681,-0.3447163797949764,-0.0994943329558382,0.0044547040722294,-0.2809142049735442,0.4638850194775359,-0.5075352934975641,-0.916036274085192,0.2363558986726376,0.462736303294691,0.7254265190886818,0.0639536050665147,2.7014024,5.3185267,MF,Aston Villa,24.0,26.0,20.0,1726.0,19.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.9,1.7,19.0,85.0,7.0,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.09,0.04,0.09,MF,Aston Villa,24.0,19.2,2.0,0.0,0.0,30.0,35.0,0.0,1.0,19.0,21.0,0.0,0.0,0.0,87.0,21.0,26.0,44.7,MF,Aston Villa,24.0,19.2,825.0,931.0,88.6,13054.0,4037.0,421.0,454.0,92.7,357.0,390.0,91.5,34.0,62.0,54.8,0.0,0.9,0.8,0.9,11.0,91.0,10.0,0.0,85.0,MF,Aston Villa,24.0,26.0,1726.0,66.0,50.5,19.2,20.0,81.0,12.0,6.0,16.0,1.0,1.69,28.0,22.0,0.26,25.3,22.9,2.5,0.13,0.06,MF,Aston Villa,24.0,19.2,50.0,21.0,28.0,18.0,4.0,29.0,56.0,51.8,27.0,19.0,7.0,12.0,19.0,69.0,51.0,3.0,MF,Aston Villa,24.0,19.2,931.0,904.0,27.0,25.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,825.0,0.0,8.0,MF,Aston Villa,24.0,19.2,27.0,1.41,20.0,1.0,1.0,2.0,1.0,2.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,MF,Aston Villa,24.0,19.2,1113.0,95.0,344.0,637.0,141.0,12.0,1113.0,27.0,9.0,33.3,9.0,33.3,591.0,2976.0,1370.0,19.0,13.0,2.0,12.0,17.0,754.0,7.0,MF,Aston Villa,24.0,19.2,1.0,10.0,3.0,30.0,0.52,0.16,0.1,0.33,19.6,0.0,0.0,0.0,0.8,0.8,0.08,0.2,0.2,fbref_2024_25,4.432213209733487,0.9907300115874856,0.4692931633835457,0.5735805330243338,1.4078794901506373,0.0469293163383545,2.6071842410196986,0.9907300115874856,4.536500579374276,0.9907300115874856,0.0521436848203939,0.0417149478563151,0.1564310544611819,0.0052143684820393,0.26235863442744006,-0.3587005826110047,0.6696006743258398,0.8648344762241255,0,7.109160949578903
Saša Lukić,8.484504450583518,-5.752390980911238,0.1833092977867431,0.5048929545938269,4.408106234595776,1.240718181968078,0.1020871389186524,2.356344183081064,0.1656162698332523,-1.1078739055364866,-1.7665931969945328,0.0291315796030505,0.2405231248341246,0.0100953676230597,1.6080925285506176,-0.7815132740660214,-0.2728500208245457,2.3069596841184876,-0.4422146084677834,0.0159777448994601,0.3267991639523632,-0.6879240410163088,0.0839201937554979,-0.8584443846721327,-0.7280745899799559,0.9086419540850542,1.2290863853251877,2.089166041191993,-1.957684443241415,-0.9565007436545802,1.2357881027576354,1.6339729,5.6350884,MF,Fulham,27.0,30.0,28.0,2344.0,26.0,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,1.2,1.2,2.7,3.9,39.0,98.0,33.0,0.0,0.08,0.08,0.0,0.08,0.04,0.11,0.15,0.04,0.15,MF,Fulham,27.0,26.0,9.0,0.0,0.0,46.0,26.0,0.0,62.0,28.0,39.0,0.0,1.0,0.0,109.0,19.0,25.0,43.2,MF,Fulham,27.0,26.0,1100.0,1260.0,87.3,18730.0,4635.0,519.0,565.0,91.9,477.0,521.0,91.6,91.0,129.0,70.5,2.0,2.7,1.4,0.7,26.0,104.0,17.0,7.0,98.0,MF,Fulham,27.0,30.0,2344.0,78.0,68.5,26.0,28.0,82.0,10.0,2.0,31.0,0.0,1.37,37.0,37.0,0.03,32.5,32.5,0.1,0.03,0.15,MF,Fulham,27.0,26.0,68.0,39.0,22.0,30.0,6.0,23.0,55.0,41.8,32.0,20.0,7.0,13.0,28.0,96.0,35.0,1.0,MF,Fulham,27.0,26.0,1260.0,1171.0,87.0,38.0,1.0,4.0,62.0,1.0,42.0,12.0,8.0,0.0,1100.0,2.0,23.0,MF,Fulham,27.0,26.0,55.0,2.11,36.0,12.0,0.0,5.0,1.0,1.0,4.0,0.15,3.0,0.0,0.0,1.0,0.0,0.0,MF,Fulham,27.0,26.0,1493.0,57.0,332.0,843.0,331.0,21.0,1493.0,17.0,8.0,47.1,5.0,29.4,825.0,4427.0,2190.0,39.0,40.0,4.0,23.0,8.0,963.0,33.0,MF,Fulham,27.0,26.0,0.0,18.0,2.0,11.1,0.69,0.08,0.0,0.0,20.2,0.0,0.0,0.0,1.2,1.2,0.06,1.2,1.2,fbref_2024_25,3.762798634812287,1.497440273037543,0.3071672354948805,0.9982935153583616,2.111774744027304,0.1036689419795222,2.6109215017064846,1.075085324232082,4.185153583617748,0.7679180887372014,0.0,0.046075085324232,0.0767918088737201,0.0,0.2042175393537209,0.2301439662557984,0.5993849426440485,-0.7606201293797035,0,7.370629470138662
Lloyd Kelly,-8.23356037431451,0.6627714460478423,-0.6958636542090831,-0.5732572021841713,0.8499998009563964,0.1898991389112839,0.6186109627679551,-0.5266089260496104,-0.1993327697572408,0.8410899000783343,-0.3171240811058706,-0.7527155147249286,-1.4609366597760745,0.9733936437478944,-1.4881657349467905,1.8407655371741436,3.3234168669497186,0.2756796823622312,0.970598421461717,0.480408747713346,-0.514739650103614,0.3024221983788371,0.0741969319152879,-1.1420006960716866,-0.1212111681462922,0.0483950264001905,-0.2555002614629867,-0.516607598857706,0.4082891628387679,-0.313822995051753,-0.499887690749507,5.806098,8.39237,DF,Newcastle Utd,25.0,10.0,4.0,303.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.9,0.0,9.0,5.0,0.0,0.3,0.3,0.0,0.3,0.12,0.14,0.26,0.12,0.26,DF,Newcastle Utd,25.0,3.4,2.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,19.0,6.0,2.0,75.0,DF,Newcastle Utd,25.0,3.4,146.0,181.0,80.7,2636.0,867.0,57.0,65.0,87.7,78.0,87.0,89.7,10.0,24.0,41.7,1.0,0.5,0.1,0.5,2.0,6.0,1.0,1.0,9.0,DF,Newcastle Utd,25.0,10.0,303.0,30.0,8.9,3.4,4.0,68.0,1.0,6.0,6.0,14.0,1.6,1.0,6.0,2.24,4.1,5.8,1.7,0.51,1.09,DF,Newcastle Utd,25.0,3.4,5.0,4.0,4.0,1.0,0.0,1.0,1.0,100.0,0.0,6.0,4.0,2.0,1.0,6.0,17.0,0.0,DF,Newcastle Utd,25.0,3.4,181.0,159.0,22.0,7.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,146.0,0.0,5.0,DF,Newcastle Utd,25.0,3.4,2.0,0.59,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,DF,Newcastle Utd,25.0,3.4,215.0,26.0,105.0,94.0,19.0,4.0,215.0,3.0,2.0,66.7,1.0,33.3,120.0,474.0,202.0,0.0,2.0,0.0,3.0,2.0,129.0,5.0,DF,Newcastle Utd,25.0,3.4,0.0,3.0,0.0,0.0,0.89,0.0,0.0,,8.9,0.0,0.0,0.0,0.4,0.4,0.14,0.4,0.4,fbref_2024_25,2.6732673267326734,0.0,0.594059405940594,0.594059405940594,0.594059405940594,0.1485148514851485,1.4851485148514851,0.297029702970297,5.643564356435643,1.7821782178217822,0.0,0.1188118811881188,0.0,0.0,-0.7202162229842312,-0.31529032482938296,0.13574180704873856,-0.7606201293797035,1,5.170693484141299
